asset,metric,phase,feature,importance
nasdaq,volatility,phase2,scores__Neuroticism,-0.23783207
nasdaq,volatility,phase2,scores__Agreeableness,-0.19687176
nasdaq,volatility,phase2,scores__Conscientiousness,-0.57649994
nasdaq,volatility,phase2,scores__Openness,-0.41150856
nasdaq,volatility,phase2,scores__arts_culture,0.14344883
nasdaq,volatility,phase2,scores__business_entrepreneurs,-0.074790955
nasdaq,volatility,phase2,scores__celebrity_pop_culture,-0.5511093
nasdaq,volatility,phase2,scores__diaries_daily_life,0.08290768
nasdaq,volatility,phase2,scores__family,-0.10783863
nasdaq,volatility,phase2,scores__fashion_style,0.019400597
nasdaq,volatility,phase2,scores__film_tv_video,-0.02233696
nasdaq,volatility,phase2,scores__fitness_&_health,-0.57159996
nasdaq,volatility,phase2,scores__food_&_dining,0.26962662
nasdaq,volatility,phase2,scores__gaming,0.36807537
nasdaq,volatility,phase2,scores__learning_educational,-0.045000076
nasdaq,volatility,phase2,scores__music,0.014658928
nasdaq,volatility,phase2,scores__other_hobbies,-0.19081116
nasdaq,volatility,phase2,scores__relationships,0.14682388
nasdaq,volatility,phase2,scores__science_technology,0.06639671
nasdaq,volatility,phase2,scores__sports,0.29626083
nasdaq,volatility,phase2,scores__travel_adventure,-0.23155689
nasdaq,volatility,phase2,scores__youth_student_life,-0.042643547
nasdaq,volatility,phase2,counts__tweet_count,-0.046117783
nasdaq,volatility,phase2,counts__nlp_tweet_count,0.011521339
nasdaq,volatility,phase2,counts__tesla,0.013827324
nasdaq,volatility,phase2,counts__stock,0.0012636185
nasdaq,volatility,phase2,counts__market,-0.005249977
nasdaq,volatility,phase2,counts__price,0.00018882751
nasdaq,volatility,phase2,counts__profit,0.0
nasdaq,volatility,phase2,counts__loss,0.0
nasdaq,volatility,phase2,counts__revenue,0.0149822235
nasdaq,volatility,phase2,counts__inflation,-0.08055782
nasdaq,volatility,phase2,counts__interest,0.0013313293
nasdaq,volatility,phase2,counts__bitcoin,-0.0031013489
nasdaq,volatility,phase2,counts__dogecoin,0.002655983
nasdaq,volatility,phase2,counts__crypto,0.0021190643
nasdaq,volatility,phase2,counts__ethereum,-0.007839203
nasdaq,volatility,phase2,counts__spacex,0.026358604
nasdaq,volatility,phase2,counts__model,-0.0019273758
nasdaq,volatility,phase2,counts__cybertruck,0.0011091232
nasdaq,volatility,phase2,counts__starship,0.0066432953
nasdaq,volatility,phase2,counts__buy,0.0046520233
nasdaq,volatility,phase2,counts__sell,0.014908791
nasdaq,volatility,phase2,counts__likeCount,0.02523613
nasdaq,volatility,phase2,counts__quoteCount,-0.075917244
nasdaq,volatility,phase2,counts__retweetCount,0.01816082
nasdaq,volatility,phase2,counts__replyCount,0.06436157
nasdaq,volatility,phase2,scores__neg,0.23441887
nasdaq,volatility,phase2,scores__neu,-0.23424816
nasdaq,volatility,phase2,scores__pos,0.12676048
nasdaq,volatility,phase2,scores__anger,0.22602463
nasdaq,volatility,phase2,scores__disgust,-0.070996284
nasdaq,volatility,phase2,scores__fear,0.06890583
nasdaq,volatility,phase2,scores__joy,0.030557632
nasdaq,volatility,phase2,scores__neutral,-0.0028600693
nasdaq,volatility,phase2,scores__sadness,-0.20878124
nasdaq,volatility,phase2,scores__surprise,0.17614079
nasdaq,volatility,phase2,scores__news_social_concern,-0.35721684
nasdaq,volatility,phase2,binary__no_tweets,0.114850044
nasdaq,volatility,phase3,scores__Extroversion,0.053527832
nasdaq,volatility,phase3,scores__Neuroticism,0.005180359
nasdaq,volatility,phase3,scores__Agreeableness,-0.011875153
nasdaq,volatility,phase3,scores__Conscientiousness,-0.13031769
nasdaq,volatility,phase3,scores__Openness,0.25902176
nasdaq,volatility,phase3,scores__arts_culture,-0.04294586
nasdaq,volatility,phase3,scores__business_entrepreneurs,0.36575317
nasdaq,volatility,phase3,scores__celebrity_pop_culture,-0.19546127
nasdaq,volatility,phase3,scores__diaries_daily_life,0.21482086
nasdaq,volatility,phase3,scores__family,-0.22908783
nasdaq,volatility,phase3,scores__fashion_style,-0.31906128
nasdaq,volatility,phase3,scores__film_tv_video,0.3738594
nasdaq,volatility,phase3,scores__fitness_&_health,-0.018001556
nasdaq,volatility,phase3,scores__food_&_dining,0.04998398
nasdaq,volatility,phase3,scores__gaming,0.0019798279
nasdaq,volatility,phase3,scores__learning_educational,-0.40243912
nasdaq,volatility,phase3,scores__music,-0.03686142
nasdaq,volatility,phase3,scores__other_hobbies,-0.2413826
nasdaq,volatility,phase3,scores__relationships,-0.03673172
nasdaq,volatility,phase3,scores__science_technology,-0.7985954
nasdaq,volatility,phase3,scores__sports,0.10853195
nasdaq,volatility,phase3,scores__travel_adventure,0.026153564
nasdaq,volatility,phase3,scores__youth_student_life,-0.19642258
nasdaq,volatility,phase3,counts__tweet_count,-0.100925446
nasdaq,volatility,phase3,counts__nlp_tweet_count,0.023181915
nasdaq,volatility,phase3,counts__tesla,0.14165115
nasdaq,volatility,phase3,counts__stock,0.035476685
nasdaq,volatility,phase3,counts__market,0.14622498
nasdaq,volatility,phase3,counts__price,0.06669998
nasdaq,volatility,phase3,counts__profit,0.1773758
nasdaq,volatility,phase3,counts__loss,-0.10021973
nasdaq,volatility,phase3,counts__revenue,-0.018035889
nasdaq,volatility,phase3,counts__inflation,-0.0630188
nasdaq,volatility,phase3,counts__interest,0.047504425
nasdaq,volatility,phase3,counts__bitcoin,0.0026931763
nasdaq,volatility,phase3,counts__dogecoin,0.0
nasdaq,volatility,phase3,counts__crypto,0.0034828186
nasdaq,volatility,phase3,counts__ethereum,0.0
nasdaq,volatility,phase3,counts__spacex,-0.069114685
nasdaq,volatility,phase3,counts__model,-0.021583557
nasdaq,volatility,phase3,counts__cybertruck,-0.12986374
nasdaq,volatility,phase3,counts__starship,-0.016666412
nasdaq,volatility,phase3,counts__buy,-0.17686844
nasdaq,volatility,phase3,counts__sell,-0.14914703
nasdaq,volatility,phase3,counts__likeCount,0.3168068
nasdaq,volatility,phase3,counts__quoteCount,-0.008468628
nasdaq,volatility,phase3,counts__retweetCount,-0.07670975
nasdaq,volatility,phase3,counts__replyCount,0.048286438
nasdaq,volatility,phase3,scores__neg,-0.027633667
nasdaq,volatility,phase3,scores__neu,0.18741608
nasdaq,volatility,phase3,scores__pos,-0.2409668
nasdaq,volatility,phase3,scores__anger,0.5499191
nasdaq,volatility,phase3,scores__disgust,0.2155304
nasdaq,volatility,phase3,scores__fear,0.18209839
nasdaq,volatility,phase3,scores__joy,0.4107399
nasdaq,volatility,phase3,scores__neutral,-0.6236458
nasdaq,volatility,phase3,scores__sadness,0.05160141
nasdaq,volatility,phase3,scores__surprise,-0.15543365
nasdaq,volatility,phase3,scores__news_social_concern,-0.14704514
nasdaq,volatility,phase3,binary__no_tweets,0.0
nasdaq,volatility,phase4,scores__Extroversion,0.0067214966
nasdaq,volatility,phase4,scores__Neuroticism,0.038780212
nasdaq,volatility,phase4,scores__Agreeableness,0.059440613
nasdaq,volatility,phase4,scores__Conscientiousness,0.005332947
nasdaq,volatility,phase4,scores__Openness,0.034736633
nasdaq,volatility,phase4,scores__arts_culture,-0.0027770996
nasdaq,volatility,phase4,scores__business_entrepreneurs,0.002494812
nasdaq,volatility,phase4,scores__celebrity_pop_culture,-0.034446716
nasdaq,volatility,phase4,scores__diaries_daily_life,-0.19703674
nasdaq,volatility,phase4,scores__family,0.07564545
nasdaq,volatility,phase4,scores__fashion_style,0.051872253
nasdaq,volatility,phase4,scores__film_tv_video,0.13007355
nasdaq,volatility,phase4,scores__fitness_&_health,-0.13044739
nasdaq,volatility,phase4,scores__food_&_dining,-0.01007843
nasdaq,volatility,phase4,scores__gaming,-0.15281677
nasdaq,volatility,phase4,scores__learning_educational,-0.11971283
nasdaq,volatility,phase4,scores__music,-0.020462036
nasdaq,volatility,phase4,scores__other_hobbies,-0.10128784
nasdaq,volatility,phase4,scores__relationships,-0.047546387
nasdaq,volatility,phase4,scores__science_technology,-0.11438751
nasdaq,volatility,phase4,scores__sports,-0.068870544
nasdaq,volatility,phase4,scores__travel_adventure,-0.04082489
nasdaq,volatility,phase4,scores__youth_student_life,-0.26358032
nasdaq,volatility,phase4,counts__tweet_count,-0.31907654
nasdaq,volatility,phase4,counts__nlp_tweet_count,0.048858643
nasdaq,volatility,phase4,counts__tesla,0.53067017
nasdaq,volatility,phase4,counts__stock,-0.17342377
nasdaq,volatility,phase4,counts__market,0.04572296
nasdaq,volatility,phase4,counts__price,0.011001587
nasdaq,volatility,phase4,counts__profit,0.00315094
nasdaq,volatility,phase4,counts__loss,0.0052108765
nasdaq,volatility,phase4,counts__revenue,-0.0055618286
nasdaq,volatility,phase4,counts__inflation,0.014427185
nasdaq,volatility,phase4,counts__interest,-0.03049469
nasdaq,volatility,phase4,counts__bitcoin,0.0
nasdaq,volatility,phase4,counts__dogecoin,0.0
nasdaq,volatility,phase4,counts__crypto,0.0
nasdaq,volatility,phase4,counts__ethereum,0.0
nasdaq,volatility,phase4,counts__spacex,0.015571594
nasdaq,volatility,phase4,counts__model,-0.015213013
nasdaq,volatility,phase4,counts__cybertruck,0.008361816
nasdaq,volatility,phase4,counts__starship,0.023246765
nasdaq,volatility,phase4,counts__buy,-0.008514404
nasdaq,volatility,phase4,counts__sell,-0.029006958
nasdaq,volatility,phase4,counts__likeCount,-0.032699585
nasdaq,volatility,phase4,counts__quoteCount,0.020439148
nasdaq,volatility,phase4,counts__retweetCount,-0.059379578
nasdaq,volatility,phase4,counts__replyCount,-0.008834839
nasdaq,volatility,phase4,scores__neg,0.15007782
nasdaq,volatility,phase4,scores__neu,-0.5809326
nasdaq,volatility,phase4,scores__pos,0.1298294
nasdaq,volatility,phase4,scores__anger,0.27737427
nasdaq,volatility,phase4,scores__disgust,-0.0034561157
nasdaq,volatility,phase4,scores__fear,0.066856384
nasdaq,volatility,phase4,scores__joy,-0.06980896
nasdaq,volatility,phase4,scores__neutral,-0.023391724
nasdaq,volatility,phase4,scores__sadness,-0.7298584
nasdaq,volatility,phase4,scores__surprise,-0.6045151
nasdaq,volatility,phase4,scores__news_social_concern,-0.4006424
nasdaq,volatility,phase4,binary__no_tweets,0.0
nasdaq,volume,full,scores__Extroversion,0.65826416
nasdaq,volume,full,scores__Neuroticism,0.19580078
nasdaq,volume,full,scores__Agreeableness,0.39379883
nasdaq,volume,full,scores__Conscientiousness,-0.006866455
nasdaq,volume,full,scores__Openness,0.622406
nasdaq,volume,full,scores__arts_culture,-6.849518
nasdaq,volume,full,scores__business_entrepreneurs,-2.0386047
nasdaq,volume,full,scores__celebrity_pop_culture,-3.7523346
nasdaq,volume,full,scores__diaries_daily_life,-0.020446777
nasdaq,volume,full,scores__family,4.479889
nasdaq,volume,full,scores__fashion_style,-0.45272827
nasdaq,volume,full,scores__film_tv_video,-0.19488525
nasdaq,volume,full,scores__fitness_&_health,-2.511383
nasdaq,volume,full,scores__food_&_dining,1.4343262
nasdaq,volume,full,scores__gaming,-1.8117065
nasdaq,volume,full,scores__learning_educational,1.4596863
nasdaq,volume,full,scores__music,-3.076355
nasdaq,volume,full,scores__other_hobbies,-1.1351318
nasdaq,volume,full,scores__relationships,0.6378174
nasdaq,volume,full,scores__science_technology,0.009155273
nasdaq,volume,full,scores__sports,1.1378479
nasdaq,volume,full,scores__travel_adventure,1.6620178
nasdaq,volume,full,scores__youth_student_life,-0.7828064
nasdaq,volume,full,counts__tweet_count,-1.4909668
nasdaq,volume,full,counts__nlp_tweet_count,0.72927856
nasdaq,volume,full,counts__tesla,0.20870972
nasdaq,volume,full,counts__stock,-0.58425903
nasdaq,volume,full,counts__market,-0.78808594
nasdaq,volume,full,counts__price,-0.046173096
nasdaq,volume,full,counts__profit,0.08493042
nasdaq,volume,full,counts__loss,0.0664978
nasdaq,volume,full,counts__revenue,0.4439392
nasdaq,volume,full,counts__inflation,0.2368164
nasdaq,volume,full,counts__interest,-0.40097046
nasdaq,volume,full,counts__bitcoin,0.04776001
nasdaq,volume,full,counts__dogecoin,0.038024902
nasdaq,volume,full,counts__crypto,0.07824707
nasdaq,volume,full,counts__ethereum,0.0
nasdaq,volume,full,counts__spacex,-0.20602417
nasdaq,volume,full,counts__model,0.10903931
nasdaq,volume,full,counts__cybertruck,0.060455322
nasdaq,volume,full,counts__starship,-0.10003662
nasdaq,volume,full,counts__buy,-0.05117798
nasdaq,volume,full,counts__sell,-0.24841309
nasdaq,volume,full,counts__likeCount,-2.5068665
nasdaq,volume,full,counts__quoteCount,0.09158325
nasdaq,volume,full,counts__retweetCount,-0.57406616
nasdaq,volume,full,counts__replyCount,-2.804367
nasdaq,volume,full,scores__neg,-2.3141785
nasdaq,volume,full,scores__neu,0.46896362
nasdaq,volume,full,scores__pos,0.6956482
nasdaq,volume,full,scores__anger,1.111023
nasdaq,volume,full,scores__disgust,-2.0270996
nasdaq,volume,full,scores__fear,-0.004699707
nasdaq,volume,full,scores__joy,0.5834656
nasdaq,volume,full,scores__neutral,-0.8973694
nasdaq,volume,full,scores__sadness,-0.45648193
nasdaq,volume,full,scores__surprise,1.2962952
nasdaq,volume,full,scores__news_social_concern,1.0256348
nasdaq,volume,full,binary__no_tweets,-0.056671143
nasdaq,volume,phase1,scores__Extroversion,0.1272583
nasdaq,volume,phase1,scores__Neuroticism,-0.4058838
nasdaq,volume,phase1,scores__Agreeableness,-1.1689453
nasdaq,volume,phase1,scores__Conscientiousness,-0.271698
nasdaq,volume,phase1,scores__Openness,-0.8339844
nasdaq,volume,phase1,scores__arts_culture,-0.39678955
nasdaq,volume,phase1,scores__business_entrepreneurs,-0.26052856
nasdaq,volume,phase1,scores__celebrity_pop_culture,-0.2137146
nasdaq,volume,phase1,scores__diaries_daily_life,0.284729
nasdaq,volume,phase1,scores__family,-0.052490234
nasdaq,volume,phase1,scores__fashion_style,-2.8433228
nasdaq,volume,phase1,scores__film_tv_video,1.0355225
nasdaq,volume,phase1,scores__fitness_&_health,0.35458374
nasdaq,volume,phase1,scores__food_&_dining,-0.0069274902
nasdaq,volume,phase1,scores__gaming,0.0076293945
nasdaq,volume,phase1,scores__learning_educational,1.5044861
nasdaq,volume,phase1,scores__music,-0.6582947
nasdaq,volume,phase1,scores__other_hobbies,0.11102295
nasdaq,volume,phase1,scores__relationships,-1.1412048
nasdaq,volume,phase1,scores__science_technology,-3.2237244
nasdaq,volume,phase1,scores__sports,-0.16113281
nasdaq,volume,phase1,scores__travel_adventure,0.26617432
nasdaq,volume,phase1,scores__youth_student_life,-0.7173767
nasdaq,volume,phase1,counts__tweet_count,0.08547974
nasdaq,volume,phase1,counts__nlp_tweet_count,0.023651123
nasdaq,volume,phase1,counts__tesla,0.0018615723
nasdaq,volume,phase1,counts__stock,0.0
nasdaq,volume,phase1,counts__market,0.0
nasdaq,volume,phase1,counts__price,0.024383545
nasdaq,volume,phase1,counts__profit,0.0
nasdaq,volume,phase1,counts__loss,0.0
nasdaq,volume,phase1,counts__revenue,0.0
nasdaq,volume,phase1,counts__inflation,0.0
nasdaq,volume,phase1,counts__interest,0.0
nasdaq,volume,phase1,counts__bitcoin,0.0
nasdaq,volume,phase1,counts__dogecoin,0.0
nasdaq,volume,phase1,counts__crypto,0.0
nasdaq,volume,phase1,counts__ethereum,0.0
nasdaq,volume,phase1,counts__spacex,-0.1499939
nasdaq,volume,phase1,counts__model,-0.017791748
nasdaq,volume,phase1,counts__cybertruck,0.0
nasdaq,volume,phase1,counts__starship,0.0
nasdaq,volume,phase1,counts__buy,-0.05493164
nasdaq,volume,phase1,counts__sell,-0.046539307
nasdaq,volume,phase1,counts__likeCount,-0.88793945
nasdaq,volume,phase1,counts__quoteCount,-0.32348633
nasdaq,volume,phase1,counts__retweetCount,-0.29605103
nasdaq,volume,phase1,counts__replyCount,-0.7080078
nasdaq,volume,phase1,scores__neg,2.9736633
nasdaq,volume,phase1,scores__neu,-0.27072144
nasdaq,volume,phase1,scores__pos,-2.2511597
nasdaq,volume,phase1,scores__anger,0.056274414
nasdaq,volume,phase1,scores__disgust,0.24441528
nasdaq,volume,phase1,scores__fear,-0.45791626
nasdaq,volume,phase1,scores__joy,-0.50302124
nasdaq,volume,phase1,scores__neutral,-0.64889526
nasdaq,volume,phase1,scores__sadness,-1.4098816
nasdaq,volume,phase1,scores__surprise,0.308136
nasdaq,volume,phase1,scores__news_social_concern,-0.41940308
nasdaq,volume,phase1,binary__no_tweets,0.5162964
nasdaq,volume,phase2,scores__Extroversion,-0.08509827
nasdaq,volume,phase2,scores__Neuroticism,0.087005615
nasdaq,volume,phase2,scores__Agreeableness,-0.0014343262
nasdaq,volume,phase2,scores__Conscientiousness,-0.07733154
nasdaq,volume,phase2,scores__Openness,-0.13024902
nasdaq,volume,phase2,scores__arts_culture,0.19656372
nasdaq,volume,phase2,scores__business_entrepreneurs,-0.22161865
nasdaq,volume,phase2,scores__celebrity_pop_culture,0.25515747
nasdaq,volume,phase2,scores__diaries_daily_life,-0.032165527
nasdaq,volume,phase2,scores__family,0.17475891
nasdaq,volume,phase2,scores__fashion_style,-0.063568115
nasdaq,volume,phase2,scores__film_tv_video,0.04310608
nasdaq,volume,phase2,scores__fitness_&_health,-0.25942993
nasdaq,volume,phase2,scores__food_&_dining,0.27601624
nasdaq,volume,phase2,scores__gaming,0.29257202
nasdaq,volume,phase2,scores__learning_educational,-0.093429565
nasdaq,volume,phase2,scores__music,0.022827148
nasdaq,volume,phase2,scores__other_hobbies,-0.06802368
nasdaq,volume,phase2,scores__relationships,-0.06022644
nasdaq,volume,phase2,scores__science_technology,-0.2076416
nasdaq,volume,phase2,scores__sports,0.22927856
nasdaq,volume,phase2,scores__travel_adventure,0.186203
nasdaq,volume,phase2,scores__youth_student_life,-0.091934204
nasdaq,volume,phase2,counts__tweet_count,-0.115448
nasdaq,volume,phase2,counts__nlp_tweet_count,0.1267395
nasdaq,volume,phase2,counts__tesla,-0.013519287
nasdaq,volume,phase2,counts__stock,0.040985107
nasdaq,volume,phase2,counts__market,-0.0012054443
nasdaq,volume,phase2,counts__price,-0.0018615723
nasdaq,volume,phase2,counts__profit,0.0
nasdaq,volume,phase2,counts__loss,0.0
nasdaq,volume,phase2,counts__revenue,0.05091858
nasdaq,volume,phase2,counts__inflation,0.037216187
nasdaq,volume,phase2,counts__interest,0.0713501
nasdaq,volume,phase2,counts__bitcoin,-0.00039672852
nasdaq,volume,phase2,counts__dogecoin,-0.06315613
nasdaq,volume,phase2,counts__crypto,0.009399414
nasdaq,volume,phase2,counts__ethereum,0.02268982
nasdaq,volume,phase2,counts__spacex,-0.032302856
nasdaq,volume,phase2,counts__model,0.000289917
nasdaq,volume,phase2,counts__cybertruck,0.004714966
nasdaq,volume,phase2,counts__starship,0.047531128
nasdaq,volume,phase2,counts__buy,-0.026626587
nasdaq,volume,phase2,counts__sell,-0.043182373
nasdaq,volume,phase2,counts__likeCount,-0.08151245
nasdaq,volume,phase2,counts__quoteCount,0.028778076
nasdaq,volume,phase2,counts__retweetCount,0.09326172
nasdaq,volume,phase2,counts__replyCount,0.18884277
nasdaq,volume,phase2,scores__neg,-0.10595703
nasdaq,volume,phase2,scores__neu,0.19429016
nasdaq,volume,phase2,scores__pos,0.048568726
nasdaq,volume,phase2,scores__anger,-0.56481934
nasdaq,volume,phase2,scores__disgust,-0.1920929
